Gender,HP,Credit,Years,Marital,Vehicle,Miles,Family,Accident
M,199,820,2,Single,Car,14622,5,No
F,383,600,5,Single,Truck,11131,6,No
M,150,769,14,Married,Van,10087,3,No
M,80,721,10,Married,Truck,55446,4,No
F,673,686,12,Married,Car,22051,5,No
M,264,845,3,Single,Utility,22855,6,No
F,119,757,26,Married,Truck,8478,4,No
M,426,651,4,Married,Car,14659,6,No
F,330,672,6,Single,Van,14070,2,No
F,121,775,35,Married,Car,12638,8,No
M,136,824,20,Single,Utility,11524,3,No
F,101,758,32,Married,Car,13216,7,No
F,106,750,14,Married,Car,16087,8,No
M,130,783,5,Married,Van,6181,7,No
M,130,767,36,Married,Van,5674,5,No
M,171,718,1,Single,Car,10556,4,No
F,433,605,1,Married,Truck,7629,6,No
M,289,342,4,Single,Car,14997,6,No
M,84,792,19,Married,Van,9922,5,No
F,146,749,6,Married,Truck,14969,8,No
M,221,652,4,Married,Car,10834,4,No
F,280,459,6,Single,Truck,15841,4,No
F,150,723,18,Married,Car,5004,6,No
M,376,742,3,Married,Utility,6572,3,No
M,138,780,19,Married,Utility,12439,4,No
M,101,767,30,Married,Van,11721,1,No
M,470,615,1,Single,Car,18359,8,No
F,442,733,6,Single,Truck,14744,2,No
M,152,752,4,Married,Van,11118,6,No
M,83,722,15,Married,Van,8798,6,No
F,134,677,40,Married,Car,23499,7,No
F,110,759,34,Married,Truck,13889,4,No
F,153,715,11,Single,Car,13360,4,No
M,95,736,18,Married,Utility,6684,3,No
M,82,764,16,Single,Utility,7646,5,No
F,118,712,16,Married,Car,8026,6,No
M,159,687,7,Married,Van,85183,2,No
M,89,764,22,Married,Utility,14580,3,No
F,89,768,15,Married,Car,10013,3,No
M,121,833,20,Single,Utility,10766,3,No
F,105,688,21,Married,Car,10566,4,No
M,148,714,22,Married,Van,12651,6,No
F,171,342,6,Single,Van,17773,7,No
M,197,370,7,Married,Truck,10120,1,No
M,109,693,38,Married,Car,8886,5,No
F,82,706,22,Married,Car,7372,4,No
M,158,688,9,Married,Truck,5828,2,No
M,86,720,14,Married,Van,36481,1,No
M,116,676,21,Married,Truck,9504,3,No
M,403,334,5,Married,Car,13552,6,No
M,83,768,24,Single,Utility,6501,7,No
F,146,707,21,Married,Car,10062,4,No
F,110,747,15,Married,Car,14749,6,No
M,129,726,12,Married,Truck,14396,1,No
M,146,789,31,Married,Van,8242,4,No
F,97,723,17,Married,Car,10011,3,No
F,244,302,7,Single,Utility,14960,6,No
M,148,715,18,Married,Van,8978,1,No
M,431,687,3,Single,Car,14934,6,No
M,87,696,11,Married,Van,31318,2,No
F,160,689,30,Married,Truck,19620,7,No
M,117,793,18,Married,Van,5099,7,No
F,221,678,7,Married,Car,67446,5,No
M,92,755,7,Married,Utility,14767,2,No
F,128,673,9,Married,Car,61791,5,No
F,148,733,24,Married,Truck,8179,3,No
F,92,746,19,Married,Car,16242,7,No
F,300,609,7,Single,Utility,10099,3,No
F,489,686,5,Married,Car,23103,1,No
F,147,733,22,Married,Truck,12312,5,No
M,146,746,20,Single,Utility,6694,5,Yes
M,153,363,8,Married,Truck,11998,2,Yes
F,226,670,6,Single,Utility,14801,1,Yes
F,484,727,8,Single,Truck,11929,6,Yes
F,137,589,7,Single,Truck,25231,7,Yes
F,269,697,5,Single,Truck,12229,3,Yes
F,373,555,5,Single,Truck,23720,7,Yes
F,462,553,7,Single,Truck,13823,6,Yes
M,116,727,28,Single,Utility,14711,5,Yes
F,227,705,6,Single,Van,12578,4,Yes
M,180,674,5,Single,Car,14679,3,Yes
F,131,688,7,Single,Van,14751,2,Yes
M,146,656,6,Married,Truck,40907,2,Yes
M,487,722,3,Married,Car,13164,6,Yes
M,198,710,2,Single,Car,11386,6,Yes
F,292,687,7,Single,Truck,11648,6,Yes
M,269,681,5,Married,Car,14783,4,Yes
F,289,680,8,Single,Truck,11038,6,Yes
M,386,462,3,Married,Car,14847,3,Yes
M,422,602,1,Married,Car,57464,8,Yes
F,359,313,6,Single,Truck,10262,7,Yes
M,146,437,6,Married,Truck,12392,2,Yes
F,427,602,7,Single,Truck,11177,2,Yes
F,192,676,6,Single,Van,13208,2,Yes
M,155,646,4,Single,Car,74418,2,Yes
F,379,656,6,Single,Truck,12427,6,Yes
M,445,732,1,Married,Car,12482,8,Yes
M,141,627,5,Single,Car,22358,7,Yes
M,137,650,3,Single,Car,38989,1,Yes
M,118,749,25,Single,Utility,5343,6,Yes
F,250,830,5,Single,Truck,22396,6,Yes
F,381,735,5,Single,Truck,14381,3,Yes
M,158,642,5,Married,Truck,61069,4,Yes
F,295,568,8,Single,Truck,13740,4,Yes
M,194,342,7,Married,Truck,13943,8,Yes
F,303,725,6,Single,Truck,12297,5,Yes
F,421,333,8,Single,Truck,13315,6,Yes
F,171,686,8,Single,Van,12614,2,Yes
F,450,641,6,Single,Truck,10283,7,Yes
F,235,303,5,Single,Truck,14852,3,Yes
M,89,757,22,Single,Utility,7671,7,Yes
F,452,685,5,Single,Truck,10966,3,Yes
M,125,737,7,Married,Truck,11010,4,Yes
F,120,687,11,Married,Truck,13979,5,Yes
F,127,747,6,Married,Truck,12151,5,Yes
F,276,520,7,Single,Truck,12326,5,Yes
F,172,537,8,Single,Truck,11718,4,Yes
M,135,700,6,Married,Truck,14720,6,Yes
M,135,806,8,Married,Truck,19118,6,Yes
M,226,402,2,Single,Car,19099,2,Yes
F,148,641,8,Single,Van,29298,1,Yes
M,132,421,1,Single,Car,12305,1,Yes
M,122,382,5,Married,Truck,12266,3,Yes
F,405,822,6,Single,Truck,23040,2,Yes
M,100,752,17,Single,Utility,5184,6,Yes
F,446,596,7,Single,Truck,14512,3,Yes
F,447,679,4,Married,Truck,16657,2,Yes
M,267,643,2,Married,Car,41058,1,Yes
F,197,442,6,Single,Van,13702,7,Yes
F,342,343,8,Single,Van,10183,2,Yes
F,343,463,7,Single,Truck,12474,4,Yes
F,142,692,11,Married,Truck,13024,2,Yes
F,347,548,8,Single,Utility,10316,6,Yes
F,437,707,5,Single,Truck,10214,1,Yes
M,244,694,2,Single,Utility,11367,1,Yes
F,315,694,6,Single,Truck,13941,2,Yes
F,355,408,7,Single,Truck,12978,8,Yes
M,319,358,2,Single,Car,11221,6,Yes
F,480,437,6,Single,Truck,11183,8,Yes
F,474,703,6,Single,Truck,13660,8,Yes
M,150,694,6,Married,Truck,13104,3,Yes
M,377,729,3,Married,Car,13795,3,Yes
M,197,532,1,Single,Car,24599,5,Yes
M,305,671,3,Single,Utility,11117,7,Yes
F,154,677,22,Married,Truck,8236,1,Yes
M,100,506,7,Married,Truck,17990,2,Yes
M,200,714,3,Married,Car,10645,2,Yes
M,166,326,3,Single,Car,13789,6,Yes
M,460,489,3,Married,Car,10206,1,Yes
M,282,589,2,Married,Car,62795,1,Yes
M,127,832,10,Single,Utility,13617,1,Yes
M,143,596,1,Single,Car,77446,4,Yes
M,137,610,1,Single,Car,57807,3,Yes
M,148,586,2,Single,Car,28993,5,Yes
F,297,585,7,Single,Truck,19974,1,Yes
F,160,613,7,Single,Van,87016,5,Yes
M,163,632,12,Married,Truck,10783,3,Yes
F,489,396,5,Single,Truck,14373,1,Yes
F,418,504,7,Single,Utility,13535,4,Yes
M,185,670,5,Single,Car,12494,5,Yes
M,487,653,5,Married,Car,15013,2,Yes
M,428,615,1,Married,Car,49008,5,Yes
M,170,737,2,Single,Car,23741,1,Yes
F,279,687,6,Single,Truck,14223,7,Yes
M,153,682,3,Single,Car,11930,5,Yes
F,162,696,6,Married,Truck,79078,7,Yes
M,328,512,2,Married,Car,19454,6,Yes
M,139,837,15,Single,Utility,12803,8,Yes
M,144,732,6,Married,Truck,12151,5,Yes
M,459,588,5,Married,Car,19829,7,Yes
M,146,350,6,Married,Truck,13556,3,Yes
M,96,435,1,Single,Car,12978,1,Yes
M,98,835,8,Married,Truck,22215,6,Yes
M,109,753,17,Single,Utility,11270,4,Yes
M,153,333,3,Single,Car,12234,1,Yes
F,351,841,7,Single,Truck,16250,6,Yes
F,234,518,8,Single,Truck,12697,6,Yes
M,113,357,3,Single,Car,23280,3,Yes
M,336,561,1,Married,Car,18840,6,Yes
M,176,536,5,Single,Car,11251,1,Yes
M,99,610,7,Married,Truck,69469,4,Yes
F,182,610,7,Single,Truck,19756,3,Yes
F,119,722,16,Married,Truck,7449,7,Yes
M,222,617,2,Married,Car,88718,4,Yes
F,403,645,7,Single,Truck,12215,7,Yes
M,155,700,7,Single,Utility,12295,3,Yes
F,298,481,7,Single,Truck,13720,3,Yes
F,266,708,5,Single,Utility,12533,3,Yes
M,92,773,20,Single,Utility,9833,4,Yes
M,146,650,7,Married,Truck,97806,6,Yes
M,131,645,5,Single,Car,79656,6,Yes
F,316,713,6,Single,Truck,12333,2,Yes
M,118,724,4,Single,Car,10327,5,Yes
M,99,692,6,Married,Truck,10177,8,Yes
F,148,755,18,Married,Truck,14745,6,Yes
M,160,836,14,Single,Utility,11438,4,Yes
F,464,598,9,Single,Truck,10368,3,Yes
M,173,440,3,Single,Car,12790,5,Yes
F,213,713,8,Single,Truck,10641,8,Yes
F,160,685,21,Married,Truck,10272,1,Yes
F,136,383,6,Single,Van,10099,8,Yes
M,129,713,3,Single,Car,13029,2,Yes
F,361,396,5,Single,Truck,11832,6,Yes
F,454,344,5,Single,Truck,11085,4,Yes
M,197,461,7,Married,Truck,10840,5,Yes
M,98,534,7,Married,Truck,12202,2,Yes
F,321,698,3,Single,Truck,14211,4,Yes
M,138,698,4,Single,Car,12857,3,Yes
F,268,320,5,Single,Utility,11101,5,Yes
M,486,843,5,Married,Car,20664,7,Yes
F,457,725,7,Single,Truck,10403,1,Yes
F,331,698,5,Single,Truck,10131,4,Yes
M,184,518,3,Single,Car,11333,2,Yes
F,244,722,6,Single,Van,14187,1,Yes
M,96,379,5,Married,Truck,22730,8,Yes
F,87,776,15,Married,Truck,9179,6,Yes
M,318,655,1,Married,Car,25223,1,Yes
F,277,678,8,Single,Truck,14787,3,Yes
F,207,600,6,Single,Truck,16255,3,Yes
F,500,636,6,Single,Truck,10055,5,Yes
F,476,609,8,Single,Truck,12286,3,Yes
M,127,590,3,Single,Car,97054,8,Yes
M,110,731,5,Single,Car,13274,5,Yes
F,383,575,7,Single,Truck,10246,7,Yes
F,423,584,5,Single,Utility,10436,1,Yes
M,107,581,4,Single,Car,88390,8,Yes
F,355,625,8,Single,Truck,10460,1,Yes
M,108,776,24,Single,Utility,7914,7,Yes
F,457,678,6,Single,Utility,10553,7,Yes
M,323,588,1,Married,Car,31184,8,Yes
F,381,662,7,Single,Truck,19877,3,Yes
F,94,720,8,Single,Van,13156,1,Yes
F,472,702,7,Single,Truck,13267,8,Yes
F,198,559,6,Single,Van,13943,7,Yes
M,102,660,3,Single,Car,20618,5,Yes
F,534,680,10,Married,Truck,16803,6,Yes
F,442,587,7,Single,Truck,13289,7,Yes
F,523,706,5,Married,Truck,22658,4,Yes
F,138,603,7,Single,Van,74435,3,Yes
M,111,708,1,Single,Car,24346,3,Yes
M,103,679,5,Married,Truck,13453,4,Yes
M,232,355,1,Married,Car,10151,2,Yes
F,167,684,7,Single,Van,14661,7,Yes
F,145,702,6,Single,Van,11942,8,Yes
M,294,624,2,Married,Car,43951,3,Yes
F,240,736,7,Single,Truck,14918,3,Yes
M,376,698,1,Married,Car,14228,6,Yes
M,364,571,4,Single,Car,20700,2,Yes
M,109,755,13,Single,Utility,8026,3,Yes
F,460,674,8,Single,Truck,13285,8,Yes
M,418,409,4,Married,Car,10806,1,Yes
M,483,620,2,Married,Car,61187,7,Yes
M,155,554,14,Married,Truck,11153,2,Yes
F,286,358,7,Single,Truck,11892,5,Yes
F,106,792,5,Married,Truck,19687,2,Yes
M,133,711,31,Single,Utility,7643,7,Yes
M,476,688,3,Married,Car,12381,6,Yes
F,378,683,6,Single,Truck,11847,1,Yes
M,200,727,4,Single,Utility,14717,6,Yes
F,440,735,5,Single,Truck,10655,7,Yes
F,207,738,5,Single,Truck,10053,7,Yes
F,482,445,7,Single,Truck,20346,1,Yes
M,466,721,3,Married,Car,11918,7,Yes
M,167,378,5,Single,Car,12027,5,Yes
F,312,609,7,Single,Truck,16186,5,Yes
M,500,653,4,Married,Car,21804,2,Yes
F,241,705,6,Single,Truck,14835,2,Yes
M,431,673,5,Married,Car,12800,5,Yes
F,111,504,6,Single,Van,12920,8,Yes
M,126,812,25,Single,Utility,6290,2,Yes
M,113,589,3,Single,Car,66720,6,Yes
M,139,732,8,Married,Truck,14453,5,Yes
M,187,590,2,Single,Car,97537,3,Yes
M,125,785,9,Single,Utility,12842,4,Yes
M,152,637,7,Married,Truck,80760,2,Yes
F,157,610,6,Single,Van,68081,7,Yes
M,368,707,5,Single,Car,11137,3,Yes
F,235,435,8,Single,Truck,11926,3,Yes
F,303,594,8,Single,Truck,16427,7,Yes
M,302,349,3,Single,Car,10761,6,Yes
M,102,592,5,Single,Car,80986,3,Yes
M,374,570,1,Married,Car,10691,2,Yes
F,257,709,6,Single,Utility,11739,8,Yes
M,249,634,1,Single,Utility,41567,3,Yes
M,405,603,2,Single,Car,35252,8,Yes
M,167,497,6,Married,Truck,22035,6,Yes
F,87,671,5,Married,Truck,22482,2,Yes
F,463,633,8,Single,Truck,11719,8,Yes
M,115,590,2,Single,Car,88853,5,Yes
M,98,617,7,Married,Truck,94468,7,Yes
M,423,701,4,Single,Car,12947,2,Yes
M,343,841,2,Single,Car,10292,4,Yes
F,373,677,6,Single,Truck,13594,6,Yes
F,153,728,22,Married,Truck,10413,1,Yes
F,496,709,5,Single,Truck,12083,7,Yes
M,124,536,1,Single,Car,19744,2,Yes
M,175,827,1,Single,Car,11830,8,Yes
M,173,396,4,Married,Truck,13418,7,Yes
F,483,638,2,Married,Truck,11146,8,Yes
M,451,661,5,Single,Utility,10271,3,Yes
F,265,421,6,Single,Utility,10717,7,Yes
M,107,848,5,Single,Car,23112,6,Yes
F,88,781,23,Married,Truck,6703,5,Yes
F,114,767,4,Married,Truck,22732,5,Yes
F,403,344,7,Single,Truck,10549,7,Yes
M,106,647,1,Single,Car,86332,1,Yes
F,455,670,6,Single,Truck,11393,3,Yes
F,171,710,5,Single,Van,12362,1,Yes
F,126,756,12,Married,Truck,8091,7,Yes
M,179,436,5,Single,Car,13298,6,Yes
M,422,609,2,Married,Car,69150,7,Yes
F,262,714,7,Single,Truck,11165,1,Yes
M,185,675,5,Single,Car,14124,4,Yes
M,499,830,3,Married,Car,19065,2,Yes
M,293,582,4,Married,Car,16854,4,Yes
M,216,598,3,Married,Car,17445,2,Yes
F,101,786,17,Married,Truck,22684,4,Yes
M,159,388,3,Single,Car,13153,5,Yes
F,164,472,6,Single,Van,13085,2,Yes
F,469,325,7,Single,Truck,11589,2,Yes
M,210,470,2,Single,Utility,17772,4,Yes
M,200,474,5,Single,Car,14940,8,Yes
F,340,672,8,Single,Truck,11033,7,Yes
F,433,536,5,Single,Truck,10547,4,Yes
M,213,306,2,Married,Car,13419,5,Yes
F,84,671,19,Married,Truck,14191,2,Yes
F,229,722,8,Single,Truck,13675,1,Yes
F,104,529,8,Single,Van,11184,1,Yes
M,159,701,4,Single,Car,13421,8,Yes
M,269,604,2,Married,Car,62655,1,Yes
M,401,618,2,Married,Car,88338,8,Yes
M,103,723,10,Single,Utility,14728,2,Yes
F,304,827,8,Single,Truck,22929,7,Yes
F,178,558,6,Single,Truck,10589,5,Yes
M,109,655,5,Single,Car,42654,7,Yes
F,347,699,8,Single,Utility,14359,2,Yes
F,157,707,13,Married,Truck,12111,6,Yes
F,138,610,6,Single,Van,48564,4,Yes
F,117,654,5,Single,Truck,67593,1,Yes
M,99,530,1,Single,Car,11525,4,Yes
F,106,448,8,Single,Van,14633,1,Yes
F,482,660,6,Single,Truck,24055,6,Yes
M,170,635,2,Single,Car,90553,4,Yes
F,351,395,7,Single,Truck,12733,8,Yes
M,201,714,5,Married,Car,13975,5,Yes
F,556,706,16,Married,Truck,20647,6,Yes
F,100,737,7,Single,Van,14043,8,Yes
M,363,590,2,Married,Car,24078,2,Yes
F,412,716,5,Single,Truck,10670,8,Yes
M,283,483,1,Married,Car,14937,7,Yes
M,140,756,20,Single,Utility,12398,1,Yes
M,112,829,1,Single,Car,11459,3,Yes
F,483,693,7,Married,Truck,24425,5,Yes
M,129,585,5,Single,Car,61294,4,Yes
F,420,624,8,Single,Truck,11050,3,Yes
F,177,568,5,Single,Van,11791,7,Yes
M,155,646,2,Single,Car,25011,4,Yes
M,448,597,2,Married,Car,95796,4,Yes
F,375,680,7,Single,Truck,11484,8,Yes
F,414,599,6,Single,Utility,12203,3,Yes
F,91,751,24,Married,Truck,15185,2,Yes
F,195,680,5,Single,Van,13516,1,Yes
M,133,705,2,Single,Car,19894,4,Yes
M,492,651,2,Married,Car,68128,3,Yes
M,122,654,2,Single,Car,31401,3,Yes
F,271,343,7,Single,Truck,10498,3,Yes
M,375,627,2,Single,Utility,13280,8,Yes
M,109,630,6,Married,Truck,25156,1,Yes
M,110,617,5,Married,Truck,40731,5,Yes
M,124,789,16,Single,Utility,12445,3,Yes
F,410,648,7,Single,Truck,14902,8,Yes
M,150,817,1,Single,Car,12008,2,Yes
F,283,706,8,Single,Truck,14814,3,Yes
M,405,669,1,Single,Utility,21257,8,Yes
F,397,718,7,Single,Utility,13861,4,Yes
F,134,619,6,Single,Van,29917,6,Yes
M,448,517,4,Married,Car,11547,4,Yes
F,500,653,7,Single,Utility,10649,5,Yes
M,105,617,5,Single,Car,74802,6,Yes
F,423,667,7,Single,Truck,11060,1,Yes
F,421,616,5,Single,Truck,14676,1,Yes
F,136,729,13,Married,Truck,6425,8,Yes
F,134,767,13,Married,Truck,13434,5,Yes
M,164,426,4,Single,Car,10559,4,Yes
M,141,638,7,Married,Truck,90158,5,Yes
F,238,731,8,Single,Truck,10795,2,Yes
M,496,587,1,Married,Car,15109,6,Yes
M,107,367,3,Single,Car,15090,7,Yes
M,185,321,5,Married,Truck,11323,7,Yes
M,99,645,1,Single,Car,88132,2,Yes
F,102,786,38,Married,Truck,12183,5,Yes
M,398,661,2,Single,Car,73562,2,Yes
F,130,752,13,Married,Truck,24422,4,Yes
M,144,581,4,Single,Car,87207,6,Yes
M,229,421,1,Married,Car,10485,5,Yes
M,107,662,2,Single,Car,22522,1,Yes
F,478,669,6,Single,Utility,12586,2,Yes
F,277,692,8,Single,Truck,13781,1,Yes
M,111,391,5,Single,Car,14709,6,Yes
M,463,514,3,Married,Car,14254,5,Yes
F,109,369,6,Single,Van,12854,1,Yes
M,110,621,6,Married,Truck,59980,1,Yes
M,370,634,1,Married,Car,88496,7,Yes
M,154,660,4,Single,Car,34429,5,Yes
M,381,462,1,Single,Car,12444,3,Yes
M,120,663,2,Single,Car,90340,2,Yes
M,91,796,19,Single,Utility,11554,3,Yes
F,493,656,6,Single,Utility,11754,4,Yes
M,97,306,1,Married,Truck,14729,2,Yes
M,140,338,5,Single,Car,12443,3,Yes
F,219,386,5,Single,Truck,11429,3,Yes
F,150,693,8,Single,Van,12967,8,Yes
M,372,544,1,Single,Utility,11150,1,Yes
F,332,377,6,Single,Truck,15714,8,Yes
F,477,834,6,Single,Truck,19143,6,Yes
M,395,569,1,Married,Car,21400,1,Yes
F,306,714,4,Married,Truck,38974,3,Yes
M,124,301,1,Single,Car,24533,5,Yes
F,368,696,17,Married,Truck,23543,7,Yes
M,97,694,3,Single,Car,12756,6,Yes
F,96,759,7,Married,Truck,16049,6,Yes
F,461,525,5,Single,Truck,13064,4,Yes
M,191,525,6,Married,Truck,11839,3,Yes
M,92,591,3,Single,Car,19907,6,Yes
F,395,716,8,Single,Truck,10064,1,Yes
F,238,360,6,Single,Truck,12556,7,Yes
M,150,596,3,Single,Car,91278,2,Yes
F,395,679,8,Single,Utility,14247,2,Yes
F,284,815,6,Single,Truck,16650,5,Yes
M,81,797,23,Single,Utility,13152,1,Yes
F,668,709,39,Married,Truck,22256,6,Yes
M,217,690,5,Single,Car,11436,8,Yes
M,340,667,2,Single,Car,15597,7,Yes
M,141,566,7,Married,Truck,12263,8,Yes
F,122,309,5,Single,Van,11828,6,Yes
M,241,703,5,Married,Car,11980,2,Yes
F,397,701,7,Single,Truck,10237,2,Yes
F,257,738,6,Single,Truck,10228,5,Yes
M,314,801,3,Married,Car,16225,4,Yes
F,152,672,6,Single,Van,13250,4,Yes
F,92,775,30,Married,Truck,13942,4,Yes
F,444,634,6,Single,Truck,24096,7,Yes
M,99,626,7,Married,Truck,80680,3,Yes
F,131,687,5,Single,Van,14760,8,Yes
F,390,529,6,Single,Truck,11122,5,Yes
M,90,629,5,Married,Truck,81036,8,Yes
M,111,614,10,Married,Truck,14220,5,Yes
M,466,384,3,Married,Car,13043,7,Yes
M,96,582,7,Married,Truck,43037,8,Yes
M,413,628,4,Married,Car,11244,5,Yes
M,148,594,5,Single,Car,74255,3,Yes
M,106,605,3,Single,Car,80823,8,Yes
M,323,566,5,Married,Car,19179,3,Yes
M,102,708,40,Single,Utility,13352,1,Yes
M,94,663,3,Single,Car,54394,8,Yes
M,193,386,5,Married,Truck,14109,1,Yes
M,117,338,1,Single,Car,12224,7,Yes
M,110,566,5,Married,Truck,14461,3,Yes
F,138,687,23,Married,Truck,23851,6,Yes
F,156,303,5,Single,Van,12678,7,Yes
M,93,597,3,Single,Car,29644,4,Yes
F,357,619,6,Single,Truck,15019,5,Yes
F,374,702,5,Single,Truck,11980,8,Yes
M,132,699,6,Single,Utility,10979,7,Yes
M,138,646,8,Married,Truck,72139,4,Yes
M,469,691,1,Married,Car,12806,4,Yes
F,268,456,5,Single,Truck,12108,1,Yes
M,441,378,3,Single,Utility,13010,5,Yes
F,92,595,7,Single,Van,71203,3,Yes
M,498,645,1,Single,Car,97482,2,Yes
F,124,600,5,Single,Van,79382,8,Yes
F,123,666,8,Single,Van,48005,5,Yes
M,338,642,2,Married,Car,21746,1,Yes
F,101,447,7,Single,Van,12784,2,Yes
F,459,594,6,Single,Truck,12738,3,Yes
M,143,459,1,Single,Car,12902,5,Yes
M,110,717,5,Single,Car,11648,7,Yes
F,332,611,6,Single,Truck,21380,2,Yes
M,393,607,1,Married,Car,55873,4,Yes
F,155,708,5,Single,Van,13200,2,Yes
F,283,432,7,Single,Truck,13300,7,Yes
M,156,419,6,Married,Truck,14712,8,Yes
M,119,749,3,Single,Utility,8875,4,Yes
F,146,740,5,Married,Truck,5082,7,Yes
F,464,731,8,Single,Truck,11324,3,Yes
F,106,722,8,Single,Van,12805,1,Yes
M,129,777,11,Single,Utility,9503,8,Yes
F,283,567,6,Single,Truck,12646,1,Yes
M,182,811,6,Married,Truck,17337,8,Yes
M,255,812,1,Single,Car,13687,4,Yes
M,447,607,1,Single,Car,66921,4,Yes
F,356,719,5,Single,Truck,14009,3,Yes
M,360,551,4,Single,Car,12904,3,Yes
F,414,458,6,Single,Truck,11493,2,Yes
F,612,596,1,Married,Truck,7515,1,Yes
F,221,313,7,Single,Truck,13475,5,Yes
M,346,642,1,Married,Car,79787,7,Yes
F,482,659,8,Single,Truck,13407,7,Yes
M,97,715,3,Single,Car,13730,7,Yes
F,479,646,6,Single,Truck,23848,6,Yes
M,200,647,1,Single,Car,83744,8,Yes
M,405,678,1,Single,Car,11724,6,Yes
M,152,511,4,Single,Car,13752,1,Yes
F,472,677,7,Single,Truck,14758,5,Yes
M,95,595,8,Married,Truck,73114,4,Yes
F,161,678,6,Single,Van,13504,8,Yes
F,450,377,8,Single,Truck,11841,7,Yes
M,85,803,14,Single,Utility,14936,6,Yes
M,365,603,1,Married,Car,66675,4,Yes
F,153,777,16,Married,Truck,18094,3,Yes
M,148,728,1,Single,Car,18914,7,Yes
M,159,650,6,Married,Truck,60875,5,Yes
F,125,687,14,Married,Truck,9559,4,Yes
F,201,683,5,Single,Truck,10720,4,Yes
M,99,595,8,Married,Truck,42082,5,Yes
F,409,608,6,Single,Truck,10304,8,Yes
M,382,589,1,Married,Car,98603,2,Yes
F,156,725,5,Single,Van,12779,4,Yes
M,326,381,1,Married,Car,23483,2,Yes
M,103,686,2,Single,Car,20314,6,Yes
F,427,567,5,Single,Truck,12388,3,Yes
F,186,653,8,Single,Van,17022,7,Yes
F,415,681,6,Single,Truck,14190,5,Yes
F,250,310,8,Single,Truck,13022,4,Yes
F,370,648,7,Single,Truck,11136,5,Yes
M,98,359,1,Single,Car,10616,1,Yes
F,273,386,5,Single,Truck,12221,1,Yes
M,397,709,2,Single,Car,10543,2,Yes
M,169,619,5,Single,Car,15861,4,Yes
M,152,698,4,Single,Car,12458,5,Yes
M,140,838,5,Single,Car,23838,4,Yes
F,377,507,6,Single,Truck,14100,8,Yes
F,438,460,6,Single,Truck,11152,4,Yes
F,154,783,8,Married,Truck,14225,7,Yes
F,218,845,7,Single,Truck,24174,8,Yes
F,272,716,7,Single,Truck,11994,4,Yes
F,358,435,8,Single,Truck,12791,2,Yes
M,437,378,5,Married,Car,13432,3,Yes
F,136,747,12,Married,Truck,10638,5,Yes
M,117,690,25,Single,Utility,12067,4,Yes
M,176,523,3,Single,Car,14412,7,Yes
F,105,786,20,Married,Truck,10480,7,Yes
F,467,806,5,Single,Truck,21980,8,Yes
F,142,682,8,Single,Van,11752,3,Yes
F,351,712,5,Single,Truck,14298,1,Yes
M,251,632,2,Single,Utility,95002,2,Yes
F,98,685,17,Married,Truck,6529,4,Yes
M,104,760,17,Single,Utility,8432,2,Yes
F,453,659,7,Single,Truck,10586,3,Yes
F,388,729,6,Single,Van,13583,7,Yes
M,272,467,2,Married,Car,10461,8,Yes
F,146,695,40,Married,Truck,10752,6,Yes
F,316,519,6,Single,Truck,14670,3,Yes
F,365,599,8,Single,Van,10167,5,Yes
M,122,703,1,Single,Car,16670,4,Yes
M,465,545,5,Single,Car,16149,8,Yes
M,82,670,10,Single,Utility,8215,2,Yes
M,114,407,3,Single,Car,10778,1,Yes
F,449,607,7,Single,Truck,11912,3,Yes
F,460,724,8,Single,Truck,10935,2,Yes
F,453,721,7,Single,Truck,12526,3,Yes
M,127,827,2,Single,Car,13595,4,Yes
M,147,716,24,Single,Utility,13792,1,Yes
M,418,333,2,Married,Car,10553,6,Yes
F,688,691,16,Married,Truck,19512,8,Yes
M,150,437,4,Single,Car,12596,7,Yes
M,118,668,7,Married,Truck,32986,2,Yes
M,98,622,8,Married,Truck,74912,8,Yes
F,478,595,6,Single,Truck,11751,4,Yes
M,410,698,3,Married,Car,11418,1,Yes
M,120,722,13,Single,Utility,14231,5,Yes
M,215,515,5,Single,Car,10196,7,Yes
F,158,381,5,Single,Van,13088,7,Yes
F,147,781,17,Married,Truck,24760,4,Yes
M,345,343,1,Married,Car,13990,4,Yes
M,463,712,5,Married,Car,11876,1,Yes
M,194,697,7,Married,Truck,11450,7,Yes
M,238,703,3,Single,Car,14328,1,Yes
F,125,715,28,Married,Truck,10379,7,Yes
M,109,739,5,Married,Truck,13804,7,Yes
F,402,570,5,Single,Truck,23453,3,Yes
M,332,849,2,Single,Car,14606,5,Yes
M,152,638,4,Single,Car,19851,8,Yes
F,213,737,5,Single,Truck,13389,4,Yes
F,128,794,21,Married,Truck,7938,6,Yes
M,133,725,26,Single,Utility,12993,6,Yes
M,434,383,4,Married,Car,13757,7,Yes
M,103,833,1,Single,Car,14159,1,Yes
M,122,834,5,Single,Utility,10924,3,Yes
M,113,722,8,Married,Truck,13049,6,Yes
